topology,scenario,rate,run,Node,role,InInterests_pre,OutInterests_pre,InData_pre,cache_hit_ratio_pre,satisfaction_ratio_pre,timeout_ratio_pre,nack_ratio_pre,interest_amp_pre,data_ratio_pre,InInterests_atk,OutInterests_atk,InData_atk,cache_hit_ratio_atk,satisfaction_ratio_atk,timeout_ratio_atk,nack_ratio_atk,interest_amp_atk,data_ratio_atk
dfn,cp,10.0,1,0,router,16.001435766666667,15.431470866666665,15.431470866666665,0.036415370837988285,0.9634449392138549,0.0010696487767596307,0.0,0.9634449392138549,1.0,43.172872240802675,43.15611839464883,43.15611839464883,0.00063265726142672,0.9994476097191407,0.0005165999942693181,0.0,0.9994472042743527,1.0
dfn,cp,10.0,1,1,router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.006688963210702341,0.006688963210702341,0.006688963210702341,0.0,0.5484949832775919,0.3812709030149651,0.0,1.0,0.5484949832775919
dfn,cp,10.0,1,2,router,21.407974833333334,16.001435766666667,16.001435766666667,0.2495864574326476,0.7493686699632068,0.0006012671852685099,0.0,0.7480204495514189,1.0,47.191745652173914,43.179561204013375,43.179561204013375,0.13687094917459325,0.878336256044747,0.00021276851860033136,0.0,0.876612682994403,1.0
dfn,cp,10.0,1,3,router,9.076256743333333,7.2216336666666665,7.2216336666666665,0.2042829762829763,0.7944721912847059,0.001522149231120019,0.0,0.7936201936813652,1.0,21.04693062541806,19.994726254180602,19.994726254180602,0.07728256755402571,0.9327558436437631,0.0004770903098641508,0.0,0.932414556670747,1.0
dfn,cp,10.0,1,4,router,8.652310949999999,6.928087866666666,6.928087866666666,0.19559357744651862,0.8033920679496909,0.0016838365768764255,0.0,0.8026437040710258,1.0,9.119937377926421,7.282486287625418,7.282486287625418,0.19961078961915082,0.7994090814234371,0.0019306053836308785,0.0,0.7990362441881285,1.0
dfn,cp,10.0,1,5,router,8.972826846666667,7.2582533,7.2582533,0.18748118288946464,0.8110957527749331,0.0014880204298886274,0.0,0.8102797197015709,1.0,20.885589632107024,19.91453311036789,19.91453311036789,0.0749330651457346,0.9348906382773652,0.00045063076946886757,0.0,0.9344417949060226,1.0
dfn,cp,10.0,1,6,attacker,9.988333299999999,4.609177133333334,4.6125104666666665,0.5376363636363636,0.46208708542243243,0.0013333333333333335,0.0,0.46207362628050885,1.0,20.03338793812709,16.55472839464883,16.554512441471573,0.2852015737885303,0.7214328702834495,0.0009242946292765307,0.0,0.7534426847890322,0.8298927466066549
dfn,cp,10.0,1,7,benign_consumer,9.988333299999999,4.460412943333333,4.463746276666667,0.5526969696969697,0.44723500324100884,0.0013333333333333335,0.0,0.447165046923944,1.0,10.0,4.492418183946488,4.492418183946488,0.5498175737306172,0.4495762665551839,0.0016722408026755853,0.0,0.44924181839464883,1.0
dfn,cp,10.0,1,8,benign_consumer,9.988333299999999,4.201120783333334,4.204454116666667,0.5785757575757575,0.42128599981590314,0.0013333333333333335,0.0,0.4212725406739795,1.0,10.0,4.610831906354515,4.610831906354515,0.537600081078342,0.46141763879598663,0.0016722408026755853,0.0,0.46108319063545156,1.0
dfn,cp,10.0,1,9,benign_consumer,9.988333299999999,4.444523533333333,4.447856833333334,0.5540976430976431,0.4458947151879976,0.0013333333333333335,0.0,0.4454543918341958,1.0,10.0,4.509105471571906,4.509105471571906,0.5479831762440458,0.45124499531772577,0.0016722408026755853,0.0,0.45091054715719064,1.0
dfn,cp,10.0,1,10,benign_consumer,9.988333299999999,4.39925858,4.402591946666666,0.5585454545454546,0.4411398078526769,0.0013333333333333335,0.0,0.4410698482022187,1.0,10.0,4.551150501672241,4.551150501672241,0.5438735177865612,0.45544949832775916,0.0016722408026755853,0.0,0.45511505016722403,1.0
dfn,cp,10.0,1,11,attacker,9.988333299999999,4.566901566666666,4.5702349,0.5422558922558922,0.45807455017365584,0.0013333333333333335,0.0,0.4576342234862206,1.0,20.03338793812709,16.334654882943145,16.33443913043478,0.31339819600689167,0.7073943058736902,0.0009242946292765307,0.0,0.7313621308284778,0.8303988472429318
dfn,cp,10.0,2,0,router,16.237310166666667,15.617370266666667,15.617370266666667,0.0384580557427015,0.961529715846096,0.001110862411123088,0.0,0.961529715846096,1.0,42.66256856187291,42.6524745819398,42.6524745819398,0.0003569435589211654,0.9996830864804873,0.0005063283870650516,0.0,0.9996822664659715,1.0
dfn,cp,10.0,2,1,router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
dfn,cp,10.0,2,2,router,21.8075975,16.237310166666667,16.237310166666667,0.2522881166022689,0.7478103766843959,0.0006067057395911198,0.0,0.7450509061869078,1.0,46.7507047826087,42.66256856187291,42.66256856187291,0.14348038464782775,0.8733278426180996,0.00020604683964700471,0.0,0.8710635835421666,1.0
dfn,cp,10.0,2,3,router,9.06423285,7.215764900000001,7.215764900000001,0.20479377688588216,0.796460887323927,0.001907319986723448,0.0,0.795338223597819,1.0,20.71392518394649,19.76283484949833,19.76283484949833,0.07496800177792148,0.9349448012915901,0.00044929442690207975,0.0,0.9345940783973923,1.0
