node,timestamp,pit_size,pit_growth_rate,cs_size,cache_hit_ratio,satisfaction_ratio,unsatisfied_ratio,in_interests_rate,out_interests_rate,in_data_rate,nack_rate,raw_score,norm_score,anom_30,anom_50,topology,model
c1,2026-05-13 16:17:43.631686,3.0,0.0,244.0,0.0,1.0,0.0,4.963042702515717,2.9778256215094303,2.9778256215094303,0.0,0.007065917185106518,31.83784196071169,False,True,tree,per_topo
c1,2026-05-13 16:17:45.646769,3.0,0.0,244.0,0.0,1.0,0.0,5.955089691094609,3.970059794063073,2.9775448455473046,0.0,-0.016468633290687262,26.299831330564917,True,True,tree,per_topo
c1,2026-05-13 16:17:47.661947,3.0,0.0,244.0,0.0,1.0,0.0,4.962340795701421,2.977404477420853,2.977404477420853,0.0,0.007065917185106518,31.83784196071169,False,True,tree,per_topo
c1,2026-05-13 16:17:49.677143,3.0,0.0,245.0,0.0,1.0,0.0,5.458526118551248,3.4736075299871576,3.4736075299871576,0.0,-0.007066623370567737,28.412272716688726,True,True,tree,per_topo
c1,2026-05-13 16:17:51.691609,3.0,0.0,245.0,0.0,1.0,0.0,4.964094703013106,2.9784568218078635,2.9784568218078635,0.0,0.006412710468873484,31.66794318031809,False,True,tree,per_topo
c1,2026-05-13 16:17:53.706868,3.0,0.0,245.0,0.0,1.0,0.0,4.962141342626432,2.977284805575859,3.4734989398385023,0.0,0.006771826846833751,31.761349192715933,False,True,tree,per_topo
c1,2026-05-13 16:17:55.724556,3.0,0.0,245.0,0.0,1.0,0.0,4.9561676532744405,2.9737005919646644,2.4780838266372203,0.0,0.013435244541852409,33.49450121259337,False,True,tree,per_topo
c1,2026-05-13 16:17:57.747812,3.0,0.0,245.0,0.0,1.0,0.0,4.942528281146825,2.965516968688095,2.965516968688095,0.0,0.009519573867542208,32.476036987631325,False,True,tree,per_topo
c1,2026-05-13 16:17:59.764695,3.0,0.0,245.0,0.0,0.7407407407407407,0.25925925925925924,22.31165615457119,13.386993692742713,9.91629162425386,6.941404136977702,-0.07846416936822986,12.370688809146696,True,True,tree,per_topo
c1,2026-05-13 16:18:01.779760,3.0,0.0,246.0,0.0,0.725,0.275,32.753285874152944,19.85047628736542,14.39159530833993,10.917761958050981,-0.07759297086859607,12.566429483937647,True,True,tree,per_topo
c1,2026-05-13 16:18:03.797283,3.0,0.0,246.0,0.0,0.717948717948718,0.28205128205128205,32.21772440760279,19.33063464456167,14.374061658776627,10.904460568727096,-0.07759297086859607,12.566429483937647,True,True,tree,per_topo
c1,2026-05-13 16:18:05.824344,3.0,0.0,246.0,0.0,0.717948717948718,0.28205128205128205,32.066129238340636,19.23967754300438,13.813101825746735,10.853151434515292,-0.07759297086859607,12.566429483937647,True,True,tree,per_topo
c1,2026-05-13 16:18:07.839675,3.0,0.0,246.0,0.0,0.717948717948718,0.28205128205128205,32.25276641901504,19.35165985140902,13.3973029740524,10.916320941820475,-0.07759297086859607,12.566429483937647,True,True,tree,per_topo
c1,2026-05-13 16:18:09.855730,4.0,0.4960182137888103,246.0,0.0,0.725,0.275,33.7292385376391,20.33674676534122,14.880546413664309,10.912400703353827,-0.13574167377295432,0.0,True,True,tree,per_topo
c1,2026-05-13 16:18:11.870513,4.0,0.0,246.0,0.0,0.717948717948718,0.28205128205128205,32.26153883569595,19.356923301417574,13.400946900981396,10.919290067466322,-0.11347928001404373,4.5035019526812965,True,True,tree,per_topo
c1,2026-05-13 16:18:13.885848,4.0,0.0,246.0,0.0,0.717948717948718,0.28205128205128205,32.25270240431492,19.35162144258895,13.893471804935658,10.916299275306587,-0.11347928001404373,4.5035019526812965,True,True,tree,per_topo
c1,2026-05-13 16:18:15.903356,3.0,-0.4956609837482677,246.0,0.0,0.7073170731707317,0.2926829268292683,34.20060787863047,20.817761317427244,14.869829512448032,11.895863609958425,-0.10433992520212954,6.556930050629091,True,True,tree,per_topo
