node,pit_size,pit_growth_rate,cs_size,cache_hit_ratio,satisfaction_ratio,unsatisfied_ratio,in_interests_rate,out_interests_rate,in_data_rate,nack_rate,topology,raw_score,norm_score,anom_30,anom_50
c1,4,0.0,252,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.907115008586874,tree,-0.07960211160942976,11.399195141453895,True,True
c1,4,0.0,252,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.909732870231704,tree,-0.07960211160942976,11.399195141453895,True,True
c1,4,0.0,253,0.0,0.725,0.275,15.544010126411878,7.879612883915501,8.224937000194302,10.853387021421133,tree,-0.07960211160942976,11.399195141453895,True,True
c1,3,-0.19874923765908206,253,0.0,0.7073170731707317,0.2926829268292683,15.544010126411878,7.879612883915501,8.224937000194302,11.913643951815267,tree,-0.08966503970904194,9.047768048604098,True,True
c1,3,0.0,253,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.858776186308958,tree,-0.04219860493619454,20.139356860628162,True,True
c1,3,0.0,253,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.916905970207763,tree,-0.04219860493619454,20.139356860628162,True,True
c1,3,0.0,253,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.85724889157359,tree,-0.04219860493619454,20.139356860628162,True,True
c1,4,0.19870723347972596,253,0.0,0.725,0.275,15.544010126411878,7.879612883915501,8.224937000194302,10.852749889499274,tree,-0.11764807546624068,2.5089090039690087,True,True
c1,4,0.0,254,0.0,0.725,0.275,15.544010126411878,7.879612883915501,8.224937000194302,10.918704783534196,tree,-0.07960211160942976,11.399195141453895,True,True
c1,4,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.920590923102658,tree,-0.07960211160942976,11.399195141453895,True,True
c1,4,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.917388124065198,tree,-0.07960211160942976,11.399195141453895,True,True
c1,3,-0.19874923765908206,254,0.0,0.7073170731707317,0.2926829268292683,15.544010126411878,7.879612883915501,8.224937000194302,11.912331198544313,tree,-0.08966503970904194,9.047768048604098,True,True
c1,3,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.843634786380393,tree,-0.04219860493619454,20.139356860628162,True,True
c1,3,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.85128851652528,tree,-0.04219860493619454,20.139356860628162,True,True
c1,3,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.914831569265026,tree,-0.04219860493619454,20.139356860628162,True,True
c1,4,0.19870723347972596,254,0.0,0.725,0.275,15.544010126411878,7.879612883915501,8.224937000194302,10.913456291607552,tree,-0.11764807546624068,2.5089090039690087,True,True
c1,4,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.867728871900104,tree,-0.07960211160942976,11.399195141453895,True,True
c1,4,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.918271280331082,tree,-0.07960211160942976,11.399195141453895,True,True
c1,3,-0.19874923765908206,254,0.0,0.7073170731707317,0.2926829268292683,15.544010126411878,7.879612883915501,8.224937000194302,11.906640035481788,tree,-0.08966503970904194,9.047768048604098,True,True
c1,3,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.910506569860718,tree,-0.04219860493619454,20.139356860628162,True,True
c1,3,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.862186014935507,tree,-0.04219860493619454,20.139356860628162,True,True
c1,3,0.0,254,0.0,0.717948717948718,0.28205128205128205,15.544010126411878,7.879612883915501,8.224937000194302,10.906460739467953,tree,-0.04219860493619454,20.139356860628162,True,True
