topology,scenario,rate,run,Node,role,InInterests_pre,OutInterests_pre,InData_pre,cache_hit_ratio_pre,satisfaction_ratio_pre,timeout_ratio_pre,nack_ratio_pre,interest_amp_pre,data_ratio_pre,InInterests_atk,OutInterests_atk,InData_atk,cache_hit_ratio_atk,satisfaction_ratio_atk,timeout_ratio_atk,nack_ratio_atk,interest_amp_atk,data_ratio_atk
dfn,cp,50.0,3,8,benign_consumer,9.988333299999999,0.3299999482356815,0.3333332482356815,0.9655218855218854,0.03442723930984738,0.0013333333333333335,0.0,0.03398691595604553,1.0,10.0,2.201341514678591e-151,2.201341514678591e-151,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,2.2013415146785912e-152,0.8394648829431438
dfn,cp,50.0,3,9,benign_consumer,9.988333299999999,0.33000001204038326,0.3333333453737166,0.9654848484848484,0.034186444357031144,0.0013333333333333335,0.0,0.0341164880399663,1.0,10.0,3.5221501300962835e-154,3.5221501300962835e-154,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.522150130096284e-155,0.8260869565217391
dfn,cp,50.0,3,10,benign_consumer,9.988333299999999,0.330000009860751,0.333333309860751,0.9655218855218854,0.03447662863004319,0.0013333333333333335,0.0,0.03403630527624134,1.0,10.0,1.0750124624992137e-143,1.0750124624992137e-143,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,1.0750124624992136e-144,0.8762541806020067
dfn,cp,50.0,3,11,attacker,9.988333299999999,0.3299999278394121,0.3333332611727454,0.9654545454545455,0.03415694828899838,0.0013333333333333335,0.0,0.034086991971933545,1.0,59.958193812709034,57.33786086956522,57.33117224080267,0.043344945028836686,0.9570786070430052,0.00028794542401709613,0.0,0.9562158342541339,0.9998849956548176
dfn,cp,50.0,4,0,router,0.33333331781753334,0.33333331781753334,0.33333331781753334,0.0,1.0,0.8033333333333333,0.0,1.0,1.0,113.51633110367894,113.51633110367894,113.51633110367894,0.0,1.0,0.00012636495898843186,0.0,1.0,1.0
dfn,cp,50.0,4,1,router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.010033444816053512,0.010033444816053512,0.010033444816053512,0.0,0.4816053511705686,0.11705685618751191,0.0,1.0,0.4816053511705686
dfn,cp,50.0,4,2,router,1.000000004268569,0.33333331781753334,0.33333331781753334,0.09674796410542025,0.014529922573815307,0.8,0.0,0.014529921010129142,1.0,114.49553076923075,113.52636454849498,113.52636454849498,0.008047634843926503,0.9918936276913458,0.00015658745245152814,0.0,0.9915680532449835,1.0
dfn,cp,50.0,4,3,router,0.6666667773786319,0.3333333214678868,0.3333333214678868,0.13083109945609947,0.05767107957041128,0.6079889987401004,0.0,0.05767108454292122,1.0,57.306051170568566,57.299362207357866,57.299362207357866,0.00012060996042689406,0.9999414301312739,0.000311904332686051,0.0,0.9998644758194087,1.0
dfn,cp,50.0,4,4,router,0.666666547201053,0.3333334043828709,0.3333334043828709,0.13589237614237612,0.05005252279234638,0.49151426428712447,0.0,0.050052542670806964,1.0,2.9833854849838197e-105,3.978532596073998e-189,3.978532596073998e-189,0.0,1.0,1.0,0.0,8.789066075143154e-85,0.6588628762541806
dfn,cp,50.0,4,5,router,0.6666666236737315,0.33333327841781135,0.33333327841781135,0.11275012025012025,0.052279597720771925,0.6400000000682886,0.0,0.052279585369490254,1.0,57.20620133779264,57.19616856187291,57.18947926421404,0.0001824262693827911,0.9997337255650772,0.00030939823008771305,0.0,0.9997733435009486,0.9998848266770645
dfn,cp,50.0,4,6,attacker,9.988333299999999,0.33000003873917744,0.3333334054058441,0.9654915824915825,0.03442466501830483,0.0013333333333333335,0.0,0.033984334997832974,1.0,59.958193812709034,57.306051170568566,57.306051170568566,0.04387249718682363,0.9566390487555579,0.00028794542401709613,0.0,0.955691051041027,1.0
dfn,cp,50.0,4,7,benign_consumer,9.988333299999999,0.33000000530612117,0.33333337197278784,0.9655656565656566,0.03422646052735956,0.0013333333333333335,0.0,0.03378613050688771,1.0,10.0,1.7197992043850463e-146,1.7197992043850463e-146,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,1.7197992043850463e-147,0.862876254180602
dfn,cp,50.0,4,8,benign_consumer,9.988333299999999,0.3299999678731657,0.3333332678731657,0.9654915824915825,0.03448099340937442,0.0013333333333333335,0.0,0.03404067005557257,1.0,10.0,2.9833854849838197e-105,2.9833854849838197e-105,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,2.98338548498382e-106,1.0
dfn,cp,50.0,4,9,benign_consumer,9.988333299999999,0.3299999793278873,0.3333332793278873,0.9655218855218854,0.034401663518563476,0.0013333333333333335,0.0,0.03396134016476163,1.0,10.0,3.3589849080266287e-140,3.3589849080266287e-140,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.358984908026629e-141,0.8929765886287625
dfn,cp,50.0,4,10,benign_consumer,9.988333299999999,0.3300000117305001,0.33333334506383344,0.9654545454545455,0.03417391472129743,0.0013333333333333335,0.0,0.03410395840423259,1.0,10.0,1.408859160494607e-155,1.408859160494607e-155,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,1.4088591604946069e-156,0.8193979933110368
dfn,cp,50.0,4,11,attacker,9.988333299999999,0.3299999119432314,0.3333332786098981,0.9654545454545455,0.03419089872096734,0.0013333333333333335,0.0,0.03412093907056583,1.0,59.958193812709034,57.20620133779264,57.199512040133776,0.04557244549226018,0.9548211328664808,0.00028794542401709613,0.0,0.9540377267586733,0.9998848266770645
dfn,cp,50.0,5,0,router,0.33333331195874366,0.33333331195874366,0.33333331195874366,0.0,1.0,0.8033333333333333,0.0,1.0,1.0,113.61911036789299,113.61911036789299,113.61911036789299,0.0,1.0,0.00012611782520270288,0.0,1.0,1.0
dfn,cp,50.0,5,1,router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.023411370894983404,0.020066889632107152,0.020066889632107152,0.0033444816053511705,0.6989966555183946,0.20401474783079254,0.0,0.9665551839464883,0.7324414715719063
dfn,cp,50.0,5,2,router,0.9999999403110832,0.33333331195874366,0.33333331195874366,0.11542750893460832,0.017482681437905448,0.8,0.0,0.017082735795569386,1.0,114.57827056856188,113.64252173878796,113.64252173878796,0.007388515209271095,0.9924397743467421,0.00015538182172448664,0.0,0.9918593903021038,1.0
dfn,cp,50.0,5,3,router,0.6666667315827078,0.33333329508048815,0.33333329508048815,0.12026849022437257,0.07627470091469678,0.6166688832684428,0.0,0.07627469345290644,1.0,57.19446755852842,57.177745819398,57.177745819398,0.000294529902217138,0.9997469449977465,0.0003058847021042085,0.0,0.9996726138326238,1.0
dfn,cp,50.0,5,4,router,0.6666666671305648,0.3333333698424738,0.3333333698424738,0.11799104816751876,0.05086065527749478,0.436678191513161,0.0,0.05062203170946469,1.0,8.010995527587007e-125,1.210200669185577e-178,1.210200669185577e-178,0.0,0.9665551839464883,0.9665551839464883,0.0,0.033444816053511704,0.7090301003344481
dfn,cp,50.0,5,5,router,0.6666667226571608,0.3333332753881212,0.3333332753881212,0.11078872053872053,0.06668944228455195,0.45107872767778173,0.0,0.06668944465530775,1.0,57.40386923076923,57.40052474916388,57.38045752508361,5.668612890425713e-05,0.9996059752240682,0.0003130935958247748,0.0,0.9999403971559483,0.9996536576623298
dfn,cp,50.0,5,6,attacker,9.988333299999999,0.33000009095496563,0.33333339095496567,0.9655656565656566,0.034217691400823376,0.0013333333333333335,0.0,0.03377736804702152,1.0,59.958193812709034,57.19446755852842,57.19446755852842,0.04582494602095458,0.9545723548056595,0.00028794542401709613,0.0,0.9538516759693187,1.0
dfn,cp,50.0,5,7,benign_consumer,9.988333299999999,0.32999997396107555,0.3333333406277422,0.9654545454545455,0.03418758629524048,0.0013333333333333335,0.0,0.034117626644838965,1.0,10.0,3.606915517976924e-161,3.606915517976924e-161,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.606915517976924e-162,0.7926421404682275
dfn,cp,50.0,5,8,benign_consumer,9.988333299999999,0.32999992938286193,0.3333332627161953,0.9654915824915825,0.03447216997256022,0.0013333333333333335,0.0,0.0340318432854217,1.0,10.0,8.010995527587007e-125,8.010995527587007e-125,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,8.010995527587006e-126,0.9665551839464883
dfn,cp,50.0,5,9,benign_consumer,9.988333299999999,0.33000007108103613,0.3333334044143694,0.9655286195286196,0.03434410673539841,0.0013333333333333335,0.0,0.03390378004796319,1.0,10.0,8.59899652879976e-146,8.59899652879976e-146,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,8.598996528799762e-147,0.8662207357859532
dfn,cp,50.0,5,10,benign_consumer,9.988333299999999,0.3300000182723777,0.33333338493904435,0.9656026936026937,0.034094332949800916,0.0013333333333333335,0.0,0.033654002929029044,1.0,10.0,3.1282992813546417e-119,3.1282992813546417e-119,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.1282992813546416e-120,0.9933110367892977
dfn,cp,50.0,5,11,attacker,9.988333299999999,0.330000004384783,0.33333333771811635,0.9654915824915825,0.0344475769895522,0.0013333333333333335,0.0,0.03400725030241368,1.0,59.958193812709034,57.40386923076923,57.38380200668896,0.04225417015866054,0.9577500822812669,0.00028794542401709613,0.0,0.9573290293263871,0.9996536576623298
dfn,cp,100.0,1,0,router,0.3333333708796625,0.3333333708796625,0.3333333708796625,0.0,1.0,0.8033333333333333,0.0,1.0,1.0,215.56029096989968,215.56029096989968,215.56029096989968,0.0,1.0,6.594067548193087e-05,0.0,1.0,1.0
dfn,cp,100.0,1,1,router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.05016721951651995,0.0401337764266194,0.0401337764266194,0.010033444816053512,0.6139247656230541,0.2040141410810126,0.0,0.6406806184658634,0.9732441471571907
dfn,cp,100.0,1,2,router,1.000000034557344,0.3333333708796625,0.3333333708796625,0.10563532907344322,0.015332161046034892,0.6866666666666666,0.0,0.0151457510444125,1.0,216.4752575250836,215.6104581894162,215.6104581894162,0.0033296734658371492,0.9965637168996883,8.075382502773057e-05,0.0,0.9960111866973945,1.0
dfn,cp,100.0,1,3,router,0.6666667239542999,0.3333333000123751,0.3333333000123751,0.12652811954127743,0.05589016849282635,0.6087984986062609,0.0,0.055669524525168664,1.0,108.25857190635452,108.24184615384615,108.24184615384615,0.00015315328960487004,0.9998464267719354,0.00016123973833044098,0.0,0.9998464267719354,1.0
dfn,cp,100.0,1,4,router,0.6666667126708652,0.3333334231080107,0.3333334231080107,0.11692847892847893,0.08708605327868278,0.576667106153205,0.0,0.08677108417449789,1.0,3.6418198290593655e-96,1.8909405551839756e-174,1.8909405551839756e-174,0.0,1.0,1.0,0.0,3.7869018387886765e-79,0.7290969899665551
dfn,cp,100.0,1,5,router,0.6666666243578683,0.3333333114369584,0.3333333114369584,0.1221493043993044,0.07684571952371344,0.4284046933337204,0.0,0.076454151057957,1.0,108.23675919732442,108.23341137123747,108.21000668896322,3.09674222717701e-05,0.9997840807601588,0.00016147199318316814,0.0,0.9999620763093517,0.9997841260058025
dfn,cp,100.0,1,6,attacker,9.988333299999999,0.3299999651950502,0.3333333318617169,0.9654545454545455,0.03420383870500584,0.0013333333333333335,0.0,0.034133879054547664,1.0,109.91638628762541,108.25857190635452,108.25857190635452,0.014979355559065705,0.9850388568444655,0.00015761811057638466,0.0,0.9848914004069093,1.0
dfn,cp,100.0,1,7,benign_consumer,9.988333299999999,0.33000009209258313,0.33333339209258317,0.9654915824915825,0.03443217718717723,0.0013333333333333335,0.0,0.03399185383337538,1.0,10.0,3.663259602378636e-154,3.663259602378636e-154,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.6632596023786362e-155,0.8260869565217391
dfn,cp,100.0,1,8,benign_consumer,9.988333299999999,0.3300000210726942,0.3333333544060276,0.9654545454545455,0.034173868138920364,0.0013333333333333335,0.0,0.03410391182185552,1.0,10.0,4.100320664717012e-131,4.100320664717012e-131,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,4.1003206647170124e-132,0.9364548494983278
dfn,cp,100.0,1,9,benign_consumer,9.988333299999999,0.329999991598171,0.3333333582648377,0.9655286195286196,0.03430494239804996,0.0013333333333333335,0.0,0.03386461237722141,1.0,10.0,3.6418198290593655e-96,3.6418198290593655e-96,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.6418198290593657e-97,1.0
dfn,cp,100.0,1,10,benign_consumer,9.988333299999999,0.3299999856652093,0.333333352331876,0.9654545454545455,0.03412081029804248,0.0013333333333333335,0.0,0.0340508506475843,1.0,10.0,1.909360831137492e-109,1.909360831137492e-109,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,1.9093608311374923e-110,1.0
dfn,cp,100.0,1,11,attacker,9.988333299999999,0.32999993869265887,0.3333332720259922,0.9655286195286196,0.0343572956346876,0.0013333333333333335,0.0,0.033916968947252386,1.0,109.91638628762541,108.23675919732442,108.21335451505017,0.015161234001813712,0.9847505462393084,0.00015761811057638466,0.0,0.98469386362566,0.9997841260058025
dfn,cp,100.0,2,0,router,0.3333333486083269,0.3333333486083269,0.3333333486083269,0.0,1.0,0.8033333333333333,0.0,1.0,1.0,215.6520635451505,215.6520635451505,215.6520635451505,0.0,1.0,6.537608103619284e-05,0.0,1.0,1.0
dfn,cp,100.0,2,1,router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.030073363557980775,0.02675563780547241,0.02675563780547241,0.0033444816053511705,0.7960662525879917,0.25741599480477206,0.0,0.9900461856983596,0.8060200668896321
dfn,cp,100.0,2,2,router,1.000000104347435,0.3333333486083269,0.3333333486083269,0.10669312169312169,0.017333096703877983,0.6866666666666666,0.0,0.017161143378801605,1.0,216.60116053511706,215.6821369087085,215.6821369087085,0.0035586219364253323,0.9963964962027431,8.060095007913993e-05,0.0,0.9957631628539619,1.0
dfn,cp,100.0,2,3,router,0.6666665120714237,0.3333333879684622,0.3333333879684622,0.11428860028860029,0.05511574739613342,0.6600000000000323,0.0,0.05459525113376252,1.0,108.40770234113712,108.38431772575251,108.38431772575251,0.0002153565974866334,0.9998088246296296,0.0001602381691713559,0.0,0.9997708927054741,1.0
dfn,cp,100.0,2,4,router,0.6666664818332589,0.3333332672447449,0.3333332672447449,0.11170804780015307,0.06707661848256287,0.6261196718646783,0.0,0.06587916756767506,1.0,8.59899652879976e-146,7.563754515053059e-176,7.563754515053059e-176,0.0,0.8662207357859532,0.8662207357859532,0.0,0.13377926421404682,0.7224080267558528
dfn,cp,100.0,2,5,router,0.6666667541030673,0.33333344913422774,0.33333344913422774,0.12144358092887506,0.092893370562294,0.46466624644163357,0.0,0.09289339191707988,1.0,108.22352508361203,108.21684280936455,108.20683277591974,6.222425970495861e-05,0.9998769599070837,0.00016124060539575674,0.0,0.9999310564380729,0.9999080087404918
dfn,cp,100.0,2,6,attacker,9.988333299999999,0.33000000581679534,0.3333333058167953,0.9654915824915825,0.03448122780394101,0.0013333333333333335,0.0,0.03404090445013916,1.0,109.91638628762541,108.40770234113712,108.40770234113712,0.013611980278646945,0.9864088579513068,0.00015761811057638466,0.0,0.9862467429770264,1.0
dfn,cp,100.0,2,7,benign_consumer,9.988333299999999,0.329999872921295,0.33333320625462837,0.9655286195286196,0.03429509180035645,0.0013333333333333335,0.0,0.03385476511292123,1.0,10.0,9.391759906730816e-176,9.391759906730816e-176,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,9.391759906730815e-177,0.7224080267558528
dfn,cp,100.0,2,8,benign_consumer,9.988333299999999,0.3299999177627134,0.3333332177627134,0.9654915824915825,0.034471442764021344,0.0013333333333333335,0.0,0.034031119410219496,1.0,10.0,8.59899652879976e-146,8.59899652879976e-146,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,8.598996528799762e-147,0.8662207357859532
dfn,cp,100.0,2,9,benign_consumer,9.988333299999999,0.3299999307372122,0.33333326407054553,0.9654545454545455,0.034135222123026075,0.0013333333333333335,0.0,0.03406526580596123,1.0,10.0,3.0018775580976967e-170,3.0018775580976967e-170,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.001877558097696e-171,0.7491638795986622
dfn,cp,100.0,2,10,benign_consumer,9.988333299999999,0.3300000586054476,0.3333333919387809,0.9655286195286196,0.034342364769994006,0.0013333333333333335,0.0,0.033902038082558796,1.0,10.0,1.9551876303850336e-116,1.9551876303850336e-116,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,1.9551876303850335e-117,1.0
dfn,cp,100.0,2,11,attacker,9.988333299999999,0.33000002883095303,0.33333336216428633,0.9654915824915825,0.034424378362579236,0.0013333333333333335,0.0,0.03398405167544072,1.0,109.91638628762541,108.22352508361203,108.21351505016723,0.015282851514735572,0.9847510016768029,0.00015761811057638466,0.0,0.9845727969874982,0.9999080087404918
dfn,cp,100.0,3,0,router,0.3333333637375,0.3333333637375,0.3333333637375,0.0,1.0,0.8033333333333333,0.0,1.0,1.0,215.45693311036788,215.45693311036788,215.45693311036788,0.0,1.0,6.618234053183323e-05,0.0,1.0,1.0
dfn,cp,100.0,3,1,router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.040133777718899734,0.03678929612724756,0.03678929612724756,0.0033444816053511705,0.8093645484949833,0.26189060423383287,0.0,0.9665551839464883,0.842809364548495
dfn,cp,100.0,3,2,router,1.0000000011277064,0.3333333637375,0.3333333637375,0.10360233514057043,0.013971334172528724,0.6066781812682304,0.0,0.013520589899245797,1.0,216.40879264214047,215.4970668880868,215.4970668880868,0.0036679159104020314,0.9962525338700344,8.082501309830206e-05,0.0,0.9957898915895174,1.0
dfn,cp,100.0,3,3,router,0.6666665557977042,0.3333333529660561,0.3333333529660561,0.11447252747252748,0.046928861167335585,0.6166709743295904,0.0,0.046928899217078095,1.0,108.20147491638797,108.17136120401338,108.17136120401338,0.00027844394259940165,0.9997219249406539,0.00016086509695945446,0.0,0.9997219249406539,1.0
dfn,cp,100.0,3,4,router,0.6666665936093982,0.33333331941628447,0.33333331941628447,0.13959456235772025,0.06994725683053096,0.6040289278001503,0.0,0.06994726341347562,1.0,2.2048636648086874e-151,9.236074335271697e-167,9.236074335271697e-167,0.0,0.8394648829431438,0.8394648829431438,0.0,0.16053511705685652,0.7658862876254181
dfn,cp,100.0,3,5,router,0.6666665710334964,0.33333332874536575,0.33333332874536575,0.12280987190197716,0.06125374931040418,0.2572183669462852,0.0,0.06125374406774221,1.0,108.23743143812709,108.23743143812709,108.21738461538462,0.0,0.9998154400426928,0.00016246146256664314,0.0,1.0,0.9998154400426928
dfn,cp,100.0,3,6,attacker,9.988333299999999,0.33000003359633345,0.3333333335963335,0.9654915824915825,0.03444799107862353,0.0013333333333333335,0.0,0.03400766772482168,1.0,109.91638628762541,108.20147491638797,108.20147491638797,0.015506263332350287,0.9843434172388902,0.00015761811057638466,0.0,0.9843781125759063,1.0
dfn,cp,100.0,3,7,benign_consumer,9.988333299999999,0.3299999222013707,0.33333322220137074,0.9654915824915825,0.03444229486600891,0.0013333333333333335,0.0,0.03400197151220705,1.0,10.0,9.454724204418862e-174,9.454724204418862e-174,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,9.454724204418862e-175,0.7324414715719063
dfn,cp,100.0,3,8,benign_consumer,9.988333299999999,0.3299999482356815,0.3333332482356815,0.9655218855218854,0.03442723930984738,0.0013333333333333335,0.0,0.03398691595604553,1.0,10.0,2.201341514678591e-151,2.201341514678591e-151,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,2.2013415146785912e-152,0.8394648829431438
dfn,cp,100.0,3,9,benign_consumer,9.988333299999999,0.33000001204038326,0.3333333453737166,0.9654848484848484,0.034186444357031144,0.0013333333333333335,0.0,0.0341164880399663,1.0,10.0,3.5221501300962835e-154,3.5221501300962835e-154,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.522150130096284e-155,0.8260869565217391
dfn,cp,100.0,3,10,benign_consumer,9.988333299999999,0.330000009860751,0.333333309860751,0.9655218855218854,0.03447662863004319,0.0013333333333333335,0.0,0.03403630527624134,1.0,10.0,1.0750124624992137e-143,1.0750124624992137e-143,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,1.0750124624992136e-144,0.8762541806020067
dfn,cp,100.0,3,11,attacker,9.988333299999999,0.3299999278394121,0.3333332611727454,0.9654545454545455,0.03415694828899838,0.0013333333333333335,0.0,0.034086991971933545,1.0,109.91638628762541,108.23743143812709,108.21738461538462,0.015141167315080358,0.9848887547767754,0.00015761811057638466,0.0,0.9846877212957159,0.9998154400426928
dfn,cp,100.0,4,0,router,0.33333331781753334,0.33333331781753334,0.33333331781753334,0.0,1.0,0.8033333333333333,0.0,1.0,1.0,215.51067892976587,215.51067892976587,215.51067892976587,0.0,1.0,6.629130924922625e-05,0.0,1.0,1.0
dfn,cp,100.0,4,1,router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.040133774656534,0.02675584974144013,0.02675584974144013,0.013377926421404682,0.32699836618135175,0.2141061565180942,0.0,0.410610406315131,0.9163879598662207
dfn,cp,100.0,4,2,router,1.000000004268569,0.33333331781753334,0.33333331781753334,0.09674796410542025,0.014529922573815307,0.8,0.0,0.014529921010129142,1.0,216.46714715719065,215.5508127044224,215.5508127044224,0.003823532061421638,0.9960696305552623,8.142403786745856e-05,0.0,0.9957730010459045,1.0
dfn,cp,100.0,4,3,router,0.6666667773786319,0.3333333214678868,0.3333333214678868,0.13083109945609947,0.05767107957041128,0.6079889987401004,0.0,0.05767108454292122,1.0,108.29702341137124,108.26357525083613,108.26357525083613,0.00030715402316428876,0.999723213308173,0.00016266546512601197,0.0,0.9996845947899284,1.0
dfn,cp,100.0,4,4,router,0.666666547201053,0.3333334043828709,0.3333334043828709,0.13589237614237612,0.05005252279234638,0.49151426428712447,0.0,0.050052542670806964,1.0,2.9833854849838197e-105,3.978532596073998e-189,3.978532596073998e-189,0.0,1.0,1.0,0.0,8.789066075143154e-85,0.6588628762541806
dfn,cp,100.0,4,5,router,0.6666666236737315,0.33333327841781135,0.33333327841781135,0.11275012025012025,0.052279597720771925,0.6400000000682886,0.0,0.052279585369490254,1.0,108.2102575250836,108.20357190635451,108.18016053511705,6.310342651605982e-05,0.9997458808320471,0.00016207646096447206,0.0,0.999922982935051,0.999784383719459
dfn,cp,100.0,4,6,attacker,9.988333299999999,0.33000003873917744,0.3333334054058441,0.9654915824915825,0.03442466501830483,0.0013333333333333335,0.0,0.033984334997832974,1.0,109.91638628762541,108.29702341137124,108.29702341137124,0.014593888506931984,0.9853853056826863,0.00015761811057638466,0.0,0.985227751334311,1.0
dfn,cp,100.0,4,7,benign_consumer,9.988333299999999,0.33000000530612117,0.33333337197278784,0.9655656565656566,0.03422646052735956,0.0013333333333333335,0.0,0.03378613050688771,1.0,10.0,1.7197992043850463e-146,1.7197992043850463e-146,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,1.7197992043850463e-147,0.862876254180602
dfn,cp,100.0,4,8,benign_consumer,9.988333299999999,0.3299999678731657,0.3333332678731657,0.9654915824915825,0.03448099340937442,0.0013333333333333335,0.0,0.03404067005557257,1.0,10.0,2.9833854849838197e-105,2.9833854849838197e-105,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,2.98338548498382e-106,1.0
dfn,cp,100.0,4,9,benign_consumer,9.988333299999999,0.3299999793278873,0.3333332793278873,0.9655218855218854,0.034401663518563476,0.0013333333333333335,0.0,0.03396134016476163,1.0,10.0,3.3589849080266287e-140,3.3589849080266287e-140,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.358984908026629e-141,0.8929765886287625
dfn,cp,100.0,4,10,benign_consumer,9.988333299999999,0.3300000117305001,0.33333334506383344,0.9654545454545455,0.03417391472129743,0.0013333333333333335,0.0,0.03410395840423259,1.0,10.0,1.408859160494607e-155,1.408859160494607e-155,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,1.4088591604946069e-156,0.8193979933110368
dfn,cp,100.0,4,11,attacker,9.988333299999999,0.3299999119432314,0.3333332786098981,0.9654545454545455,0.03419089872096734,0.0013333333333333335,0.0,0.03412093907056583,1.0,109.91638628762541,108.2102575250836,108.18684615384615,0.015385224080876255,0.9845868727740378,0.00015761811057638466,0.0,0.9844415516238949,0.999784383719459
dfn,cp,100.0,5,0,router,0.33333331195874366,0.33333331195874366,0.33333331195874366,0.0,1.0,0.8033333333333333,0.0,1.0,1.0,215.60277926421404,215.60277926421404,215.60277926421404,0.0,1.0,6.59630099144206e-05,0.0,1.0,1.0
dfn,cp,100.0,5,1,router,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.053511698462386514,0.036789293279233845,0.036789293279233845,0.016722408026755852,0.6042427539026276,0.12709042734156217,0.0,0.7614333893541326,0.842809364548495
dfn,cp,100.0,5,2,router,0.9999999403110832,0.33333331195874366,0.33333331195874366,0.11542750893460832,0.017482681437905448,0.8,0.0,0.017082735795569386,1.0,216.5591872909699,215.65629096267645,215.65629096267645,0.003575296394861265,0.9962702207210127,8.110929677204188e-05,0.0,0.9958387951715518,1.0
dfn,cp,100.0,5,3,router,0.6666667315827078,0.33333329508048815,0.33333329508048815,0.12026849022437257,0.07627470091469678,0.6166688832684428,0.0,0.07627469345290644,1.0,108.23879264214047,108.21537792642141,108.21537792642141,0.0002159461988428275,0.9998077997892139,0.0001611713390273141,0.0,0.9997700822327998,1.0
dfn,cp,100.0,5,4,router,0.6666666671305648,0.3333333698424738,0.3333333698424738,0.11799104816751876,0.05086065527749478,0.436678191513161,0.0,0.05062203170946469,1.0,8.010995527587007e-125,1.210200669185577e-178,1.210200669185577e-178,0.0,0.9665551839464883,0.9665551839464883,0.0,0.033444816053511704,0.7090301003344481
dfn,cp,100.0,5,5,router,0.6666667226571608,0.3333332753881212,0.3333332753881212,0.11078872053872053,0.06668944228455195,0.45107872767778173,0.0,0.06668944465530775,1.0,108.34380936454849,108.34380936454849,108.31034782608697,0.0,0.9996921322373552,0.00016266750059555106,0.0,1.0,0.9996921322373552
dfn,cp,100.0,5,6,attacker,9.988333299999999,0.33000009095496563,0.33333339095496567,0.9655656565656566,0.034217691400823376,0.0013333333333333335,0.0,0.03377736804702152,1.0,109.91638628762541,108.23879264214047,108.23879264214047,0.01517126734518039,0.984892017409743,0.00015761811057638466,0.0,0.9847149388973631,1.0
dfn,cp,100.0,5,7,benign_consumer,9.988333299999999,0.32999997396107555,0.3333333406277422,0.9654545454545455,0.03418758629524048,0.0013333333333333335,0.0,0.034117626644838965,1.0,10.0,3.606915517976924e-161,3.606915517976924e-161,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,3.606915517976924e-162,0.7926421404682275
dfn,cp,100.0,5,8,benign_consumer,9.988333299999999,0.32999992938286193,0.3333332627161953,0.9654915824915825,0.03447216997256022,0.0013333333333333335,0.0,0.0340318432854217,1.0,10.0,8.010995527587007e-125,8.010995527587007e-125,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,8.010995527587006e-126,0.9665551839464883
dfn,cp,100.0,5,9,benign_consumer,9.988333299999999,0.33000007108103613,0.3333334044143694,0.9655286195286196,0.03434410673539841,0.0013333333333333335,0.0,0.03390378004796319,1.0,10.0,8.59899652879976e-146,8.59899652879976e-146,0.9982264112698896,0.0003344481605351171,0.0016722408026755853,0.0,8.598996528799762e-147,0.8662207357859532
